,ISBN,title,series,author,rating,genre,publish_company,format,number_of_pages,publish_month,publish_year,NYT_bestseller,top5,length_of_title,top_authors
851,9780062643063,A Book of American Martyrs,0,Joyce Carol Oates,3.86,fiction,Harper Collins,ebook,752,February,2017,0.0,1,26,0
852,9781555977887,Her Body and Other Parties,0,Carmen Maria Machado,3.9,short-stories,Graywolf Press,Paperback,248,October,2017,0.0,0,26,0
853,9780448493787,The Valiant,1,Lesley Livingston,3.84,historical,Razorbill,Hardcover,372,February,2017,0.0,0,11,0
854,9780374715823,Age of Anger: A History of the Present,0,Pankaj Mishra,3.63,non-fiction,Macmillan,ebook,416,February,2017,0.0,1,38,0
855,9780544786769,This Is Just My Face: Try Not to Stare,0,Gabourey Sidibe,4.03,non-fiction,Houghton Mifflin Harcourt,Hardcover,256,May,2017,0.0,0,38,0
856,9781524731595,"Endurance: A Year in Space, A Lifetime of Discovery",0,Scott    Kelly,4.24,non-fiction,Penguin Random House,Hardcover,400,October,2017,0.0,1,51,0
857,9780062661340,The Blinds,0,Adam Sternbergh,3.73,fiction,Harper Collins,Hardcover,382,August,2017,0.0,1,10,0
858,9781626496033,Chief's Mess,1,L.A. Witt,3.7,romance,Riptide Publishing ,ebook,291,June,2017,0.0,0,12,0
859,9781484798577,The Empty Grave,1,Jonathan Stroud,4.59,fantasy,Hachette,ebook,448,September,2017,0.0,1,15,0
861,9781940941943,The Ghostwriter,0,Alessandra Torre,4.22,mystery,DCA,Paperback,307,October,2017,0.0,0,15,0
862,9780316503075,Invictus,0,Ryan Graudin,3.87,science-fiction,Hachette,Hardcover,458,September,2017,0.0,1,8,0
863,9781543617665,I Am Watching You,0,Teresa Driscoll,4.04,mystery,Brilliance Audio,Audio CD,300,October,2017,0.0,0,17,0
864,9780756413316,The Brightest Fell,1,Seanan McGuire,4.37,fantasy,DAW,Hardcover,368,September,2017,0.0,0,18,0
865,9781476783512,Enemy of the State,1,Kyle Mills,4.28,fiction,Atria/Emily Bestler Books,Hardcover,388,September,2017,0.0,0,18,0
866,9781250077752,The Mother's Promise,0,Sally Hepworth,4.17,fiction,Macmillan,Hardcover,368,February,2017,0.0,1,20,0
867,9780735211025,What It Means When a Man Falls from the Sky,0,Lesley Nneka Arimah,4.09,short-stories,Riverhead Books ,Hardcover,232,April,2017,0.0,0,43,0
868,9780764212826,Heart on the Line,1,Karen Witemeyer,4.28,christian-fiction,Bethany House Publishers ,Paperback,329,June,2017,0.0,0,17,0
869,9780307959577,Saints for All Occasions,0,J. Courtney Sullivan,3.89,fiction,Penguin Random House,Hardcover,335,May,2017,0.0,1,24,0
870,9781616962739,The Emerald Circus,0,Jane Yolen,3.58,fantasy,Tachyon,Paperback,288,November,2017,0.0,0,18,0
871,9780399556258,10 Things I Can See from Here,0,Carrie Mac,3.57,young-adult,Penguin Random House,Hardcover,312,February,2017,0.0,1,29,0
872,9781250106797,According to a Source,0,Abby Stern,3.33,womens-fiction,Thomas Dunne Books,Hardcover,304,May,2017,0.0,0,21,0
873,9781626495005,Afraid to Fly,1,L.A. Witt,3.8,romance,Riptide Publishing,Paperback,347,January,2017,0.0,0,13,0
874,9781501142802,Our Little Secret,0,Roz Nay,3.57,mystery,Simon & Schuster,Paperback,228,June,2017,0.0,1,17,0
875,9781626495623,Concourse,1,Santino Hassell,3.95,romance,Riptide Publishing,ebook,366,May,2017,0.0,0,9,0
876,9781250126368,Raw Deal,1,Cherrie Lynn,3.89,romance,Swerve,ebook,304,January,2017,0.0,0,8,0
877,9781633758148,Black Bird of the Gallows,1,Meg Kassel,3.75,fantasy,Entangled: Teen,Hardcover,309,September,2017,0.0,0,25,0
878,9781250126375,Raw Need,1,Cherrie Lynn,3.91,romance,Swerve,ebook,304,June,2017,0.0,0,8,0
879,9781635572049,Brother,0,David Chariandy,4.04,fiction,Bloomsbury USA ,Hardcover,192,July,2018,0.0,0,7,0
880,9780998244433,Sure Thing,1,Jana Aston,4.09,romance,Rutherford Press ,ebook,272,October,2017,0.0,0,10,0
881,9781544761435,Wedlocked,1,Ella Frank,4.34,romance,CreateSpace Independent Publishing Platform ,Paperback,328,March,2017,0.0,0,9,0
882,9781544194424,Hard Wired,1,Megan Erickson,3.85,romance,Createspace Independent Publishing Platform,Paperback,232,February,2017,0.0,0,10,0
883,9781476761466,The Fall of Lisa Bellow,0,Susan Perabo,3.19,fiction,Simon & Schuster,Hardcover,352,March,2017,0.0,1,23,0
884,9781619029606,Improvement,0,Joan Silber,3.54,fiction,Counterpoint LLC,Hardcover,256,November,2017,0.0,0,11,0
885,9781545417195,FU: Fixer Uppers,0,Devon McCormack,4.02,romance,CreateSpace Independent Publishing Platform ,Paperback,326,April,2017,0.0,0,16,0
886,9780800726621,A Moonbow Night,0,Laura Frantz,4.16,historical,Fleming H. Revell Company ,Paperback,379,January,2017,0.0,0,15,0
887,9780857524003,Hold Back The Stars,0,Katie Khan,3.52,science-fiction,Penguin Random House,Hardcover,304,January,2017,0.0,1,19,0
888,9781848455160,Legion,1,Julie Kagawa,4.09,fantasy,MIRA Ink ,Paperback,384,May,2017,0.0,0,6,0
889,9781683312772,Hunting Hour,1,Margaret Mizushima,4.3,mystery,Crooked Lane Books,Hardcover,282,August,2017,0.0,0,12,0
890,9780544912588,Salt Houses,0,Hala Alyan,3.89,fiction,Houghton Mifflin Harcourt,Hardcover,320,May,2017,0.0,0,11,0
891,9781101986363,The Driver,0,Hart Hanson,3.97,fiction,Dutton Books,Hardcover,336,August,2017,0.0,0,10,0
892,9781250085559,All That's Left to Tell,0,Daniel Lowe,3.26,fiction,Macmillan,Hardcover,291,February,2017,0.0,1,23,0
893,9780399552533,Shadow Run,1,AdriAnne Strickland,3.73,science-fiction,Penguin Random House,Hardcover,390,March,2017,0.0,1,10,0
894,9781250105639,Force of Nature,1,Jane Harper,3.84,mystery,Macmillan,Hardcover,326,February,2018,0.0,1,15,0
895,9781555977863,Border: A Journey to the Edge of Europe,0,Kapka Kassabova,4.09,non-fiction,Graywolf Press ,Paperback,400,September,2017,0.0,0,39,0
896,9781250111395,Queens of Geek,0,Jen  Wilde,3.88,contemporary,Swoon Reads,Paperback,262,March,2017,0.0,0,14,0
897,9780091959401,Birdcage Walk,0,Helen Dunmore,3.69,historical,Hutchinson ,Hardcover,416,March,2017,0.0,0,13,0
898,9780399576102,A Separation,0,Katie Kitamura,2.9,fiction,Riverhead Books,Hardcover,231,February,2017,0.0,0,12,0
899,9781503943650,The Hundredth Queen,1,Emily R. King,3.85,fantasy,Skyscape,Paperback,287,June,2017,0.0,0,19,0
900,9780007494699,A Dark So Deadly,0,Stuart MacBride,4.09,mystery,Harper Collins,Paperback,608,April,2017,0.0,1,16,0
901,9780778330950,Lie to Me,0,J.T. Ellison,3.82,mystery,Mira Books,Paperback,413,September,2017,0.0,0,9,0
902,9781472241788,Serpentine,1,Laurell K. Hamilton,3.86,fantasy,Headline,Hardcover,512,August,2018,0.0,0,10,0
903,9780765386311,Roar,1,Cora Carmack,3.98,fantasy,Tor Teen,Hardcover,380,June,2017,0.0,0,4,0
904,9781620404935,"Insomniac City: New York, Oliver, and Me",0,Bill Hayes,4.43,non-fiction,Bloomsbury USA,Hardcover,294,February,2017,0.0,0,40,0
905,9780062642554,Grit,0,Gillian French,3.58,young-adult,Harper Collins,Hardcover,304,May,2017,0.0,1,4,0
907,9781611177466,One Good Mama Bone,0,Bren McClain,4.36,fiction,University of South Carolina Press,Hardcover,280,February,2017,0.0,0,18,0
908,9781681773643,A Twist in Time,1,Julie McElwain,3.95,mystery,Pegasus Books,Hardcover,452,April,2017,0.0,0,15,0
910,9780692899861,Block by Block: A Rome London Novel (Book One),0,Xann-shapella Smith,4.92,mystery,Bowker,Paperback,336,June,2017,0.0,0,46,0
911,9781401268039,"Nightwing, Vol. 1: Better Than Batman",1,Tim Seeley,3.73,sequential-art,DC Comics,Paperback,176,January,2017,0.0,0,37,0
912,9781455558438,Blame,0,Jeff Abbott,3.87,mystery,Hachette,Hardcover,384,July,2017,0.0,1,5,0
913,9781743535868,"First, We Make the Beast Beautiful: A New Story About Anxiety",0,Sarah Wilson,3.82,non-fiction,Macmillan,Hardcover,320,February,2017,0.0,1,61,0
914,9780525426011,There's Someone Inside Your House,0,Stephanie Perkins,3.38,young-adult,Dutton Books for Young Readers,Hardcover,287,September,2017,0.0,0,33,0
916,9781973776819,a Message in a Book,0,Lyv Forever,5.0,fiction,CreateSpace,Paperback,102,July,2017,0.0,0,19,0
917,9780316273329,Fireblood,1,Elly Blake,4.13,fantasy,Hachette,Hardcover,416,September,2017,0.0,1,9,0
918,9780547792088,Megafire: The Race to Extinguish a Deadly Epidemic of Flame,0,Michael Kodas,4.02,non-fiction,Houghton Mifflin Harcourt,Hardcover,384,August,2017,0.0,0,59,0
919,9781545323892,Present History,1,Ashley Nikole,4.91,christian-fiction,Ashley Nikole,Paperback,344,October,2017,0.0,0,15,0
920,9781524780463,Point of Contact,1,Mike Maden,3.96,fiction,Books on Tape,Audio CD,14,June,2017,0.0,0,16,0
921,9780062448125,Lost and Found Sisters,1,Jill Shalvis,4.02,romance,Harper Collins,ebook,416,June,2017,0.0,1,22,0
922,9781481438933,After the Game,1,Abbi Glines,3.95,romance,Simon & Schuster,Hardcover,352,August,2017,0.0,1,14,0
923,9781101991404,Cold Reign,1,Faith Hunter,4.46,fantasy,Ace,Mass Market Paperback,350,May,2017,0.0,0,10,0
924,9781250087270,The Stolen Marriage,0,Diane Chamberlain,4.23,historical,Macmillan,Hardcover,376,October,2017,0.0,1,19,0
925,9781548504977,Kristian's War,1,Peter Wisan,3.94,christian-fiction,Independently published,Paperback,200,August,2017,0.0,0,14,0
926,9784592215141,暁のヨナ 24 [Akatsuki no Yona 24],1,Mizuho Kusanagi,4.64,sequential-art,白泉社,Paperback,192,August,2017,0.0,0,29,0
927,9781760294984,The Last Hours,1,Minette Walters,3.9,historical,Allen & Unwin,Paperback,547,November,2017,0.0,0,14,0
928,9788806228958,Leggenda privata,0,Michele Mari,4.14,european-literature,Einaudi ,Hardcover,176,April,2017,0.0,0,16,0
929,9781455542819,Fatal Mistake,1,Susan Sleeman,4.23,suspense,FaithWords ,ebook,336,May,2017,0.0,0,13,0
930,9781401273804,"Batgirl and the Birds of Prey, Volume 2: Source Code",1,Julie  Benson,3.61,sequential-art,DC Comics,Paperback,144,December,2017,0.0,0,52,0
931,9781501152252,The Scribe of Siena,0,Melodie Winawer,3.82,historical,Simon & Schuster,Hardcover,464,May,2017,0.0,1,19,0
933,9781534301894,"Motor Crush, Vol. 1",1,Brenden Fletcher,4.14,sequential-art,Image Comics,Paperback,136,June,2017,0.0,0,19,0
934,9780316465953,The Dinner Party and Other Stories,0,Joshua Ferris,3.44,short-stories,Hachette,Hardcover,247,May,2017,0.0,1,34,0
935,9781449483579,Unicorn Crossing,1,Dana Simpson,4.32,sequential-art,Andrews McMeel Publishing,Paperback,175,March,2017,0.0,0,16,0
936,9780807529379,The Girl with the Red Balloon,1,Katherine  Locke,3.77,historical,AW Teen,Paperback,256,September,2017,0.0,0,29,0
937,9780373212446,All Rights Reserved,1,Gregory Scott Katsoulis,3.71,young-adult,Harper Collins,Hardcover,400,August,2017,0.0,1,19,0
938,9784592215134,暁のヨナ 23 [Akatsuki no Yona 23],1,Mizuho Kusanagi,4.62,sequential-art,白泉社,Paperback,192,April,2017,0.0,0,29,0
939,9780800727673,Dangerous Illusions,1,Irene Hannon,4.26,christian-fiction,Fleming H. Revell Company,Paperback,352,October,2017,0.0,0,19,0
940,9780062388346,Keep Her Safe,0,Sophie Hannah,3.32,mystery,Harper Collins,ebook,352,September,2017,0.0,1,13,0
941,9781474924153,After the Fire,0,Will Hill,4.34,young-adult,Usborne Publishing Ltd,Paperback,476,June,2017,0.0,0,14,0
942,9780399550881,Words on Bathroom Walls,0,Julia Walton,4.15,young-adult,Penguin Random House,Hardcover,304,July,2017,0.0,1,23,0
943,9781608467402,The Mother of All Questions,1,Rebecca Solnit,4.26,non-fiction,Haymarket Books,Paperback,176,March,2017,0.0,0,27,0
944,9780316391115,Seven Days of You,0,Cecilia Vinesse,3.53,contemporary,Hachette,Hardcover,336,March,2017,0.0,1,17,0
945,9780500651094,Franklin's Flying Bookshop,1,Jen Campbell,4.28,childrens,Thames & Hudson ,Hardcover,32,October,2017,0.0,0,26,0
946,9780525434696,I Am Not Your Negro,0,James Baldwin,4.46,non-fiction,Vintage ,Paperback,144,February,2017,0.0,0,19,0
947,9780674976450,The Origin of Others,0,Toni Morrison,4.2,non-fiction,Harvard University Press ,Hardcover,114,September,2017,0.0,0,20,0
948,9780718188740,Mythos: A Retelling of the Myths of Ancient Greece,1,Stephen Fry,4.24,fantasy,Michael Joseph,Paperback,442,November,2017,0.0,0,50,0
949,9781594749858,William Shakespeare's The Force Doth Awaken,1,Ian Doescher,4.29,media-tie-in,Quirk Books,Hardcover,168,October,2017,0.0,0,43,0
950,9780062431011,Forest Dark,0,Nicole Krauss,3.07,fiction,Harper Collins,ebook,304,September,2017,0.0,1,11,0
951,9781501193491,The Deal of a Lifetime,0,Fredrik Backman,3.73,fiction,Simon & Schuster,Hardcover,65,October,2017,0.0,1,22,0
952,9780756412517,Redder Than Blood,0,Tanith Lee,3.67,fantasy,DAW ,Paperback,309,April,2017,0.0,0,17,0
953,9780451499059,Conversations with Friends,0,Sally Rooney,3.81,fiction,Hogarth Press,Hardcover,310,July,2017,0.0,0,26,0
954,9780765381194,City of Saviors,1,Rachel Howzell Hall,4.08,mystery,Forge,Hardcover,304,August,2017,0.0,0,15,0
955,9780393608717,The Long Haul: A Trucker's Tales of Life on the Road,0,Finn Murphy,3.98,non-fiction,W. W. NortonCompany,Hardcover,256,June,2017,0.0,0,52,0
956,9780062388957,Dragon Springs Road,0,Janie Chang,3.94,historical,Harper Collins,Paperback,367,January,2017,0.0,1,19,0
957,9781460750384,Ache,0,Eliza Henry-Jones,3.78,contemporary,Harper Collins,Paperback,256,June,2017,0.0,1,4,0
958,9781938584671,Calling a Wolf a Wolf,0,Kaveh Akbar,4.41,poetry,Alice James Books,Paperback,89,September,2017,0.0,0,21,0
959,9781471406768,S.T.A.G.S,1,M.A. Bennett,3.53,young-adult,Hot Key Books,Paperback,290,August,2017,0.0,0,9,0
960,9781844087464,In The Name of the Family: A Times Best Historical Fiction of the Year Book,1,Sarah Dunant,3.74,historical,VIRAGO ,Hardcover,453,March,2017,0.0,0,75,0
961,9780374203061,Fresh Complaint,0,Jeffrey Eugenides,3.63,short-stories,Macmillan,Hardcover,285,October,2017,0.0,1,15,0
962,9781250078124,Two Good Dogs,0,Susan  Wilson,3.86,fiction,Macmillan,Hardcover,342,March,2017,0.0,1,13,0
963,9781524739621,Alex and Eliza,1,Melissa de la Cruz,3.7,historical,Penguin Random House,Hardcover,368,April,2017,0.0,1,14,0
964,9781250101549,The Wicker King,1,K. Ancrum,4.03,young-adult,Imprint,Hardcover,305,October,2017,0.0,0,15,0
965,9788845979477,La vita segreta: Tre storie vere dell'èra digitale,0,Andrew O'Hagan,3.71,non-fiction,Adelphi ,ebook,222,October,2017,0.0,0,50,0
966,9781101987896,The Legion of Flame,1,Anthony Ryan,4.17,fantasy,Ace Books,Hardcover,592,June,2017,0.0,0,19,0
967,9783869711362,Wiener Straße,1,Sven Regener,3.69,fiction,,Hardcover,304,September,2017,0.0,0,13,0
968,9781408878637,A Thousand Paper Birds,0,Tor Udall,3.86,fiction,Bloomsbury Circus,Hardcover,352,August,2017,0.0,0,22,0
970,9780385541459,Lilli de Jong,0,Janet Benton,3.99,historical,Nan A. Talese,Hardcover,352,May,2017,0.0,0,13,0
971,9781524734909,Hallelujah Anyway: Rediscovering Mercy,0,Anne Lamott,3.67,non-fiction,Penguin Random House,Audio CD,3,April,2017,0.0,1,38,0
972,9781406377279,Release,0,Patrick Ness,3.73,young-adult,Walker Books,Paperback,287,May,2017,0.0,0,7,0
973,9781481497039,The Final Spark,1,Richard Paul Evans,4.24,young-adult,Simon & Schuster,Hardcover,316,September,2017,0.0,1,15,0
974,9780553535709,What to Say Next,0,Julie Buxbaum,4.09,young-adult,Penguin Random House,ebook,272,July,2017,0.0,1,16,0
975,9780763696030,Triangle,1,Mac Barnett,3.8,childrens,Candlewick Press,Hardcover,46,March,2017,0.0,0,8,0
976,9781419718779,The Best We Could Do,1,Thi Bui,4.37,sequential-art,Harry N. Abrams,Hardcover,329,March,2017,0.0,0,20,0
977,9780385541992,Meddling Kids,0,Edgar Cantero,3.57,horror,Penguin Random House,Hardcover,322,July,2017,0.0,1,13,0
978,9781420140941,Once a Rebel,1,Mary Jo Putney,3.68,romance,Zebra ,Mass Market Paperback,370,August,2017,0.0,0,12,0
979,9781501189401,The Nobel Lecture,0,Bob Dylan,3.98,non-fiction,Simon & Schuster,Hardcover,23,October,2017,0.0,1,17,0
980,9780399574382,Exit Strategy,1,Steve Hamilton,3.79,thriller,Penguin Random House,Hardcover,289,May,2017,0.0,1,13,0
981,9780822363040,Living a Feminist Life,0,Sara Ahmed,4.33,feminism,Duke University Press Books ,Hardcover,312,March,2017,0.0,0,22,0
982,9780544716940,A Crack in Creation: Gene Editing and the Unthinkable Power to Control Evolution,0,Jennifer A. Doudna,4.11,science,Houghton Mifflin Harcourt,Hardcover,304,June,2017,0.0,0,80,0
983,9781472208941,Meet Me at Beachcomber Bay,0,Jill Mansell,4.0,womens-fiction,Headline Review ,Paperback,416,May,2017,0.0,0,26,0
984,9780399555688,Reunited,1,Colleen Houck,3.83,fantasy,Penguin Random House,Hardcover,464,August,2017,0.0,1,8,0
985,9781250117441,Proving Ground,1,Peter Blauner,3.65,mystery,Macmillan,Hardcover,357,May,2017,0.0,1,14,0
986,9781250085498,A Crown of Wishes,1,Roshani Chokshi,4.15,fantasy,St. Martin's Griffin,Hardcover,369,March,2017,0.0,0,17,0
987,9781524700485,I Am Not Your Perfect Mexican Daughter,0,Erika L. Sánchez,4.03,young-adult,Penguin Random House,Hardcover,344,October,2017,0.0,1,38,0
988,9781473218130,The Last Namsara,1,Kristen Ciccarelli,4.14,fantasy,Hachette,Paperback,421,October,2017,0.0,1,16,0
989,9781401269791,"Doom Patrol, Volume 1: Brick by Brick",1,Gerard Way,3.84,sequential-art,DC Comics ,Paperback,176,June,2017,0.0,0,37,0
990,9781501170317,The Secrets She Keeps,0,Michael Robotham,4.02,thriller,Simon & Schuster,Hardcover,352,July,2017,0.0,1,21,0
991,9780062413352,The Reluctant Queen,1,Sarah Beth Durst,4.03,fantasy,Harper Collins,Hardcover,360,July,2017,0.0,1,19,0
992,9780316262347,New York 2140,0,Kim Stanley Robinson,3.55,science-fiction,Hachette,Hardcover,624,March,2017,0.0,1,13,0
993,9780062455734,Train I Ride,0,Paul   Mosier,4.26,childrens,Harper Collins,Hardcover,192,January,2017,0.0,1,12,0
994,9780525429982,All's Faire in Middle School,0,Victoria Jamieson,4.08,sequential-art,Dial Books,Hardcover,248,September,2017,0.0,0,28,0
995,9781472235176,The Ninth Rain,1,Jen Williams,4.11,fantasy,Headline,Paperback,320,February,2017,0.0,0,14,0
996,9781927990216,Prime Meridian,0,Silvia Moreno-Garcia,4.03,science-fiction,Innsmouth Free Press ,Paperback,122,July,2018,0.0,0,14,0
997,9780062469700,The Hearts of Men,0,Nickolas Butler,3.83,fiction,Harper Collins,ebook,400,March,2017,0.0,1,17,0
998,9780349410548,The Girl with the Make-Believe Husband,1,Julia Quinn,3.86,romance,Piatkus,Paperback,374,May,2017,0.0,0,38,0
999,9781635830019,The Edge of the Abyss,1,Emily Skrutskie,4.16,lgbt,Flux,ebook,320,April,2017,0.0,0,21,0
1000,9781370307081,Silenced,0,Leddy Harper,4.05,romance,Harper Collins,ebook,269,May,2017,0.0,1,8,0
1001,9781539999034,Reignited,1,Colleen Houck,3.97,fantasy,Createspace Independent Publishing Platform,Paperback,226,January,2017,0.0,0,9,0
1002,9781612196015,Why I Am Not a Feminist: A Feminist Manifesto,0,Jessa Crispin,3.54,feminism,Melville House,Paperback,151,February,2017,0.0,0,45,0
1003,9781941040638,Nature Poem,0,Tommy Pico,4.43,poetry,Tin House Books,Paperback,78,May,2017,0.0,0,11,0
1004,9780545925815,The Lotterys Plus One,1,Emma Donoghue,3.39,childrens,Arthur A. Levine Books,Hardcover,303,March,2017,0.0,0,21,0
1005,9780062373373,Like Water,0,Rebecca Podos,3.72,young-adult,Harper Collins,Hardcover,320,October,2017,0.0,1,10,0
1006,9781473212787,Sea of Rust,0,C. Robert Cargill,4.09,science-fiction,Gollancz ,Paperback,365,September,2017,0.0,0,11,0
1007,9781481496339,This Mortal Coil,1,Emily Suvada,4.15,young-adult,Simon & Schuster,Hardcover,425,November,2017,0.0,1,16,0
1008,9781250088888,Waiting for the Punch: Words to Live by from the WTF Podcast,0,Marc Maron,4.0,non-fiction,Macmillan,Hardcover,416,October,2017,0.0,1,60,0
1009,9781506700151,"The Legend of Korra: Turf Wars, Part One",1,Michael Dante DiMartino,4.27,fantasy,Dark Horse,Paperback,76,July,2017,0.0,0,40,0
1011,9781101870945,Word by Word: The Secret Life of Dictionaries,0,Kory Stamper,4.19,non-fiction,Pantheon Books,Hardcover,296,March,2017,0.0,0,45,0
1012,9780374148430,Enigma Variations,0,André Aciman,3.77,fiction,Macmillan,Hardcover,266,January,2017,0.0,1,17,0
1013,9780764212956,Still Life,1,Dani Pettrey,4.31,christian-fiction,Bethany House Publishers,Paperback,348,January,2017,0.0,0,10,0
1014,9780718183851,Love Me Not,1,M.J. Arlidge,4.15,thriller,Michael Joseph,Hardcover,368,May,2017,0.0,0,11,0
1015,9784103534327,騎士団長殺し―第1部　顕れるイデア編,1,Haruki Murakami,4.03,fiction,新潮社,Hardcover,512,February,2017,0.0,0,18,0
1016,9781481480789,Here Lies Daniel Tate,0,Cristin Terrill,4.04,young-adult,Simon & Schuster,ebook,400,June,2017,0.0,1,21,0
1017,9780451495648,The Barrowfields,0,Phillip Lewis,3.75,fiction,Hogarth Press,Hardcover,368,March,2017,0.0,0,16,0
1018,9781619029330,Pages for Her,1,Sylvia Brownrigg,3.75,fiction,Counterpoint ,Hardcover,256,July,2017,0.0,0,13,0
1019,9780399562884,Homesick for Another World,0,Ottessa Moshfegh,3.72,short-stories,Penguin Random House,Hardcover,294,January,2017,0.0,1,26,0
1020,9781408890776,Harry Potter: A Journey Through A History of Magic,1,British Library,4.3,fantasy,Bloomsbury,Paperback,144,October,2017,0.0,0,50,0
1021,9781632865724,Affluence Without Abundance: The Disappearing World of the Bushmen,0,James Suzman,4.04,non-fiction,Bloomsbury USA,Hardcover,288,July,2017,0.0,0,66,0
1022,9780062396631,Avenged,1,Amy Tintera,4.01,fantasy,Harper Collins,Hardcover,412,May,2017,0.0,1,7,0
1023,9781501124181,A Promise to Kill,1,Erik Storey,3.71,fiction,Simon & Schuster,Hardcover,288,August,2017,0.0,1,17,0
1024,9781521040775,Fire in His Kiss,1,Ruby Dixon,4.05,fantasy,,Paperback,406,April,2017,0.0,0,16,0
1025,9781501157660,Are You Sleeping,0,Kathleen  Barber,3.63,mystery,Simon & Schuster,Hardcover,326,August,2017,0.0,1,16,0
1026,9780451471192,Where the Dead Lie,1,C.S. Harris,4.28,mystery,Penguin Random House,Hardcover,334,April,2017,0.0,1,18,0
1027,9781941411476,On Imagination,0,Mary Ruefle,4.44,poetry,Sarabande Books,Paperback,32,July,2017,0.0,0,14,0
1028,9781555977825,So Much Blue,0,Percival Everett,3.92,fiction,Graywolf Press,Paperback,236,June,2017,0.0,0,12,0
1029,9781910695357,This Young Monster,0,Charlie  Fox,3.96,non-fiction,Fitzcarraldo Editions,Paperback,272,February,2017,0.0,0,18,0
1030,9780553498059,"A Greyhound, a Groundhog",0,Emily Jenkins,3.6,childrens,Schwartz & Wade Books,Hardcover,32,January,2017,0.0,0,24,0
1031,9780751570571,"Rhett & Link's Book of Mythicality: A Field Guide to Curiosity, Creativity, and Tomfoolery",0,Rhett McLaughlin,4.35,non-fiction,Hachette,Hardcover,272,October,2017,0.0,1,90,0
1032,9781476761756,At Close Range,1,Laura Griffin,4.19,romance,Pocket Books,Mass Market Paperback,368,January,2017,0.0,0,14,0
1033,9780525427643,What She Ate: Six Remarkable Women and the Food That Tells Their Stories,0,Laura Shapiro,3.26,non-fiction,Penguin Random House,Hardcover,307,July,2017,0.0,1,72,0
1034,9780062463388,Even the Darkest Stars,1,Heather Fawcett,3.93,fantasy,Harper Collins,Hardcover,432,September,2017,0.0,1,22,0
1035,9781626496316,Reckless Behavior,1,L.A. Witt,4.25,romance,Riptide Publishing,ebook,264,December,2017,0.0,0,17,0
1036,9781405922029,"Believe Me: A Memoir of Love, Death, and Jazz Chickens",0,Eddie Izzard,3.82,non-fiction,Michael Joseph ,Paperback,350,June,2017,0.0,0,54,0
1037,9780765395405,The Black Tides of Heaven,1,J.Y.  Yang,3.79,fantasy,Tor,ebook,224,September,2017,0.0,0,25,0
1038,9780141368511,The One Memory of Flora Banks,0,Emily Barr,3.5,young-adult,Penguin Random House,Paperback,306,January,2017,0.0,1,29,0
1039,9780778319955,Not a Sound,0,Heather Gudenkauf,3.83,mystery,Park Row,Paperback,320,May,2017,0.0,0,11,0
1041,9781626494428,As La Vista Turns,1,Kris Ripper,3.95,romance,Riptide Publishing,Paperback,272,February,2017,0.0,0,17,0
1042,9780670785612,Akata Warrior,1,Nnedi Okorafor,4.26,fantasy,Penguin Random House,Hardcover,477,October,2017,0.0,1,13,0
1043,9781419725722,A Skinful of Shadows,0,Frances Hardinge,4.04,fantasy,Amulet Books ,Hardcover,416,October,2017,0.0,0,20,0
1044,9780195116359,Greater Gotham: A History of New York City from 1898 to 1919,1,Mike  Wallace,4.28,history,Oxford University Press ,Hardcover,1200,October,2017,0.0,0,60,0
1045,9781250129253,How to Be Human,0,Paula Cocozza,3.28,fiction,Metropolitan Books,Hardcover,288,May,2017,0.0,0,15,0
1046,9781942645580,The Punch Escrow,0,Tal M. Klein,3.6,science-fiction,Geek & Sundry,Paperback,319,July,2017,0.0,0,16,0
1047,9781534300415,"Monstress, Vol. 2: The Blood",1,Marjorie M. Liu,4.32,sequential-art,Image Comics,Paperback,152,July,2017,0.0,0,28,0
1048,9780765389510,Passing Strange,0,Ellen Klages,3.96,fantasy,Tor.com,ebook,131,January,2017,0.0,0,15,0
1049,9781496701008,The Girl Who Was Taken,0,Charlie Donlea,4.05,mystery,Kensington Publishing Corporation,Hardcover,340,April,2017,0.0,0,22,0
1050,9781615194070,"Dot Journaling: A Practical Guide: How to Start and Keep the Planner, To-Do List, and Diary That’ll Actually Help You Get Your Life Together",0,Rachel Wilkerson Miller,3.73,non-fiction,The Experiment,Paperback,240,July,2017,0.0,0,140,0
1051,9780374300593,Beautiful Broken Girls,0,Kim  Savage,2.79,young-adult,Macmillan,Hardcover,336,February,2017,0.0,1,22,0
1052,9781626495647,Risky Behavior,1,L.A. Witt,3.95,romance,Riptide Publishing ,ebook,309,May,2017,0.0,0,14,0
1053,9780316379403,Into the Drowning Deep,1,Mira Grant,4.03,horror,Hachette,Hardcover,440,November,2017,0.0,1,22,0
1054,9780241318058,After Kathy Acker: A Biography,0,Chris Kraus,3.9,biography,Allen Lane ,Hardcover,352,August,2017,0.0,0,30,0
1055,9780062560803,Kat and Meg Conquer the World,0,Anna Priemaza,3.97,young-adult,Harper Collins,Hardcover,368,November,2017,0.0,1,29,0
1056,9780399547584,City of Saints & Thieves,0,Natalie C. Anderson,3.92,young-adult,Penguin Random House,Hardcover,432,January,2017,0.0,1,24,0
1057,9781250165718,This World is Full of Monsters,0,Jeff VanderMeer,3.47,short-stories,Macmillan,ebook,38,November,2017,0.0,1,30,0
